Zm00001d027230	Zm00001eb000010
Zm00001d003117	chr2_32837634_32838857_+
Zm00001d003118	Zm00001eb078130
Zm00001d003119	Zm00001eb078140
Zm00001d003120	Zm00001eb078150
Zm00001d003121	Zm00001eb078160
Zm00001d003123	Zm00001eb078170
Zm00001d003124	Zm00001eb078190
Zm00001d003125	Zm00001eb078200
Zm00001d003127	Zm00001eb078210
Zm00001d003128	chr2_33357744_33359840_+
Zm00001d003129	Zm00001eb078220
Zm00001d003131	chr2_33399818_33400277_-
Zm00001d003132	chr2_33400673_33400993_+
Zm00001d003134	Zm00001eb078230
Zm00001d003135	chr2_33441258_33441816_+
Zm00001d003136	Zm00001eb078250
Zm00001d003138	chr2_33472141_33472719_-
Zm00001d003139	Zm00001eb078280
Zm00001d003140	Zm00001eb078290
Zm00001d003141	Zm00001eb078300
Zm00001d003142	Zm00001eb078320
Zm00001d003143	Zm00001eb078330
Zm00001d003144	Zm00001eb078340
Zm00001d003145	chr2_33697833_33699027_-
Zm00001d003146	chr2_33797985_33798347_-
Zm00001d003147	Zm00001eb078350
Zm00001d003148	Zm00001eb078360
Zm00001d003149	Zm00001eb078370
Zm00001d003150	chr2_33867796_33868220_+
Zm00001d003151	Zm00001eb078390
Zm00001d003152	chr2_33911598_33911896_+
Zm00001d003153	Zm00001eb078400
Zm00001d003154	chr2_33981824_33982711_+
Zm00001d003155	Zm00001eb078410
Zm00001d003156	Zm00001eb078430
Zm00001d003157	Zm00001eb078440
Zm00001d003158	chr2_34041895_34042284_+
Zm00001d003159	Zm00001eb078460
Zm00001d003160	Zm00001eb078470
Zm00001d003161	Zm00001eb078480
Zm00001d003162	Zm00001eb078490
Zm00001d003163	chr2_34178255_34181955_-
Zm00001d003164	Zm00001eb078510
Zm00001d003166	Zm00001eb078520
Zm00001d003167	Zm00001eb078530
Zm00001d003168	Zm00001eb078540
Zm00001d003169	Zm00001eb078550
Zm00001d003172	Zm00001eb078560
Zm00001d003173	Zm00001eb078570
Zm00001d003175	Zm00001eb078580
Zm00001d003176	Zm00001eb078590
Zm00001d003179	Zm00001eb078600
Zm00001d003180	Zm00001eb078620
Zm00001d003181	Zm00001eb078640
Zm00001d003182	Zm00001eb078650
Zm00001d003183	Zm00001eb078660
Zm00001d003184	Zm00001eb078670
Zm00001d003185	Zm00001eb078680
Zm00001d003185	Zm00001eb078690
Zm00001d003186	Zm00001eb078700
Zm00001d003187	Zm00001eb078710
Zm00001d003188	Zm00001eb078720
Zm00001d003189	chr2_35061465_35061554_-
Zm00001d003190	Zm00001eb078730
Zm00001d003191	Zm00001eb078740
Zm00001d003192	Zm00001eb078750
Zm00001d003193	Zm00001eb078760
Zm00001d003194	chr2_35295017_35304578_+
Zm00001d003195	Zm00001eb078770
Zm00001d003196	Zm00001eb078780
Zm00001d003197	Zm00001eb078790
Zm00001d003198	Zm00001eb078800
Zm00001d003199	chr2_35432797_35433845_-
Zm00001d003200	Zm00001eb078810
Zm00001d003202	Zm00001eb078820
Zm00001d003203	Zm00001eb078830
Zm00001d003205	Zm00001eb078840
Zm00001d003207	Zm00001eb078850
Zm00001d003208	Zm00001eb078860
Zm00001d003209	Zm00001eb078870
Zm00001d003210	chr2_36112483_36118140_-
Zm00001d003211	chr2_36117890_36118306_+
Zm00001d003212	Zm00001eb078880
Zm00001d003213	Zm00001eb078890
Zm00001d003214	Zm00001eb078900
Zm00001d003216	Zm00001eb078910
Zm00001d003217	Zm00001eb078920
Zm00001d003218	chr2_36454732_36455726_+
Zm00001d003219	Zm00001eb078930
Zm00001d003220	Zm00001eb078940
Zm00001d003222	Zm00001eb078950
Zm00001d003223	Zm00001eb078960
Zm00001d003224	Zm00001eb078970
Zm00001d003226	Zm00001eb078980
Zm00001d003227	Zm00001eb078990
Zm00001d003228	Zm00001eb079000
Zm00001d003229	Zm00001eb079010
Zm00001d003231	chr2_36987415_36987792_-
Zm00001d003232	Zm00001eb079030
Zm00001d003234	Zm00001eb079040
Zm00001d003235	Zm00001eb079050
Zm00001d003236	chr2_37277259_37277585_+
Zm00001d003237	Zm00001eb079060
Zm00001d003239	Zm00001eb079090
Zm00001d003240	Zm00001eb079100
Zm00001d003242	Zm00001eb079110
Zm00001d003245	Zm00001eb079130
Zm00001d003246	Zm00001eb079150
Zm00001d003247	Zm00001eb079170
Zm00001d003248	Zm00001eb079180
Zm00001d003249	Zm00001eb079190
Zm00001d003250	Zm00001eb079200
Zm00001d003251	Zm00001eb079210
Zm00001d003252	Zm00001eb079220
Zm00001d003254	Zm00001eb079230
Zm00001d003255	chr2_38087814_38089805_+
Zm00001d003256	Zm00001eb079260
Zm00001d003257	Zm00001eb079270
Zm00001d003258	Zm00001eb079280
Zm00001d003259	Zm00001eb079290
Zm00001d003261	Zm00001eb079300
Zm00001d003262	Zm00001eb079310
Zm00001d003264	Zm00001eb079320
Zm00001d003265	Zm00001eb079330
Zm00001d003266	Zm00001eb079340
Zm00001d003267	chr2_38407995_38413298_+
Zm00001d003268	Zm00001eb079360
Zm00001d003269	Zm00001eb079370
Zm00001d003271	Zm00001eb079380
Zm00001d003272	Zm00001eb079390
Zm00001d003274	chr2_38569114_38569251_+
Zm00001d003273	chr2_38569114_38569167_+
Zm00001d003274	chr2_38569114_38569167_+
Zm00001d003273	chr2_38569293_38569388_+
Zm00001d003274	chr2_38569296_38569388_+
Zm00001d003273	chr2_38569296_38569519_+
Zm00001d003274	chr2_38569480_38569519_+
Zm00001d003273	chr2_38569480_38570627_+
Zm00001d003274	chr2_38570574_38570627_+
Zm00001d003273	chr2_38570574_38570809_+
Zm00001d003274	chr2_38570706_38570809_+
Zm00001d003273	chr2_38570878_38571735_+
Zm00001d003275	Zm00001eb079410
Zm00001d003276	Zm00001eb079420
Zm00001d003277	Zm00001eb079430
Zm00001d003279	Zm00001eb079430
Zm00001d003280	Zm00001eb079460
Zm00001d003281	Zm00001eb079470
Zm00001d003282	Zm00001eb079480
Zm00001d003283	Zm00001eb079490
Zm00001d003284	Zm00001eb079500
Zm00001d003284	Zm00001eb079510
Zm00001d003287	Zm00001eb079530
Zm00001d003288	Zm00001eb079540
Zm00001d003289	Zm00001eb079550
Zm00001d003290	Zm00001eb079580
Zm00001d003291	Zm00001eb079590
Zm00001d003292	Zm00001eb079610
Zm00001d003293	Zm00001eb079630
Zm00001d003294	Zm00001eb079640
Zm00001d003295	Zm00001eb079640
Zm00001d003296	Zm00001eb079650
Zm00001d003297	Zm00001eb079670
Zm00001d003298	Zm00001eb079680
Zm00001d003300	Zm00001eb079700
Zm00001d003301	Zm00001eb079720
Zm00001d003302	chr2_39406173_39408569_-
Zm00001d003303	chr2_39440994_39447845_-
Zm00001d003304	Zm00001eb079730
Zm00001d003306	Zm00001eb079740
Zm00001d003307	chr2_39657695_39657898_+
Zm00001d003308	Zm00001eb079750
Zm00001d003309	Zm00001eb079760
Zm00001d003310	Zm00001eb079770
Zm00001d003310	Zm00001eb079780
Zm00001d003311	Zm00001eb079790
Zm00001d003312	chr2_39770832_39773169_+
Zm00001d003314	Zm00001eb079820
Zm00001d003315	Zm00001eb079830
Zm00001d003316	Zm00001eb079850
Zm00001d003317	Zm00001eb079860
Zm00001d003319	Zm00001eb079870
Zm00001d003320	Zm00001eb079890
Zm00001d003321	Zm00001eb079900
Zm00001d003322	Zm00001eb079910
Zm00001d003324	Zm00001eb079920
Zm00001d003328	Zm00001eb079930
Zm00001d003329	Zm00001eb079940
Zm00001d003331	Zm00001eb079950
Zm00001d003332	Zm00001eb079960
Zm00001d003333	Zm00001eb079970
Zm00001d003334	Zm00001eb079980
Zm00001d003335	Zm00001eb079990
Zm00001d003336	chr2_40631696_40636742_-
Zm00001d003341	Zm00001eb080020
Zm00001d003342	Zm00001eb080030
Zm00001d003343	Zm00001eb080050
Zm00001d003344	Zm00001eb080060
Zm00001d003345	Zm00001eb080070
Zm00001d003347	Zm00001eb080090
Zm00001d003349	Zm00001eb080110
Zm00001d003352	Zm00001eb080120
Zm00001d003353	Zm00001eb080130
Zm00001d003354	Zm00001eb080140
Zm00001d003355	Zm00001eb080150
Zm00001d003356	Zm00001eb080160
Zm00001d003357	Zm00001eb080170
Zm00001d003358	Zm00001eb080180
Zm00001d003359	chr2_41556086_41557140_-
Zm00001d003363	Zm00001eb080210
Zm00001d003364	Zm00001eb080220
Zm00001d003365	Zm00001eb080230
Zm00001d003366	chr2_41651444_41654242_+
Zm00001d003367	Zm00001eb080250
Zm00001d003368	Zm00001eb080260
Zm00001d003370	Zm00001eb080290
Zm00001d003372	Zm00001eb080310
Zm00001d003373	Zm00001eb080320
Zm00001d003374	chr2_42063404_42065871_+
Zm00001d003375	Zm00001eb080340
Zm00001d003377	Zm00001eb080360
Zm00001d003376	Zm00001eb080350
Zm00001d003378	Zm00001eb080370
Zm00001d003379	Zm00001eb080380
Zm00001d003380	Zm00001eb080410
Zm00001d003382	Zm00001eb080440
Zm00001d003383	chr2_42359306_42365130_+
Zm00001d003386	chr2_42497254_42497478_+
Zm00001d003389	Zm00001eb080450
Zm00001d003390	chr2_42587303_42588337_+
Zm00001d003392	Zm00001eb080470
Zm00001d003393	Zm00001eb080480
Zm00001d003394	Zm00001eb080490
Zm00001d003395	Zm00001eb080510
Zm00001d003396	Zm00001eb080520
Zm00001d003397	Zm00001eb080530
Zm00001d003398	Zm00001eb080540
Zm00001d003399	Zm00001eb080550
Zm00001d003400	Zm00001eb080560
Zm00001d003401	Zm00001eb080570
Zm00001d003403	Zm00001eb080600
Zm00001d003404	Zm00001eb080610
Zm00001d003405	Zm00001eb080620
Zm00001d003406	Zm00001eb080640
Zm00001d003408	Zm00001eb080670
Zm00001d003409	Zm00001eb080670
Zm00001d003411	Zm00001eb080680
Zm00001d003412	Zm00001eb080690
Zm00001d003414	Zm00001eb080700
Zm00001d003415	Zm00001eb080710
Zm00001d003417	Zm00001eb080720
Zm00001d003418	Zm00001eb080730
Zm00001d003419	chr2_43759569_43759865_-
Zm00001d003420	chr2_43759747_43760121_+
Zm00001d003422	Zm00001eb080770
Zm00001d003423	Zm00001eb080780
Zm00001d003425	Zm00001eb080790
Zm00001d003426	Zm00001eb080810
Zm00001d003427	Zm00001eb080820
Zm00001d003428	Zm00001eb080830
Zm00001d003429	Zm00001eb080840
Zm00001d003430	Zm00001eb080850
Zm00001d003431	Zm00001eb080860
Zm00001d003432	Zm00001eb080870
Zm00001d003434	Zm00001eb080890
Zm00001d003435	chr2_44290763_44291050_+
Zm00001d003436	Zm00001eb080910
Zm00001d003438	Zm00001eb080920
Zm00001d003439	chr2_44449437_44449966_-
Zm00001d003443	Zm00001eb080930
Zm00001d003445	Zm00001eb080940
Zm00001d003446	Zm00001eb080950
Zm00001d003447	Zm00001eb080960
Zm00001d003448	Zm00001eb080970
Zm00001d003451	Zm00001eb081010
Zm00001d003452	chr2_44805799_44806157_+
Zm00001d003457	Zm00001eb081030
Zm00001d002582	Zm00001eb081040
Zm00001d002582	Zm00001eb081050
Zm00001d003459	Zm00001eb081060
Zm00001d003460	Zm00001eb081070
Zm00001d003462	Zm00001eb081090
Zm00001d003463	Zm00001eb081100
Zm00001d003464	Zm00001eb081110
Zm00001d003468	Zm00001eb081120
Zm00001d003469	Zm00001eb081130
Zm00001d003470	Zm00001eb081140
Zm00001d003471	Zm00001eb081160
Zm00001d003473	chr2_45296692_45296894_-
Zm00001d003472	chr2_45296743_45297586_+
Zm00001d003473	Zm00001eb081170
Zm00001d003474	Zm00001eb081180
Zm00001d003476	Zm00001eb081190
Zm00001d003477	Zm00001eb081200
Zm00001d003482	chr2_45444834_45445109_-
Zm00001d003483	Zm00001eb081210
Zm00001d003485	Zm00001eb081220
Zm00001d003488	Zm00001eb081230
Zm00001d003489	chr2_45739488_45743055_+
Zm00001d003490	chr2_45794492_45794979_+
Zm00001d003491	Zm00001eb081250
Zm00001d003492	Zm00001eb081260
Zm00001d003493	Zm00001eb081270
Zm00001d003495	Zm00001eb081280
Zm00001d003494	Zm00001eb081280
Zm00001d003495	Zm00001eb081290
Zm00001d003495	Zm00001eb081310
Zm00001d003497	Zm00001eb081320
Zm00001d003499	Zm00001eb081330
Zm00001d003500	Zm00001eb081350
Zm00001d003501	Zm00001eb081360
Zm00001d031524	chr2_46080375_46080500_-
Zm00001d003502	Zm00001eb081370
Zm00001d003504	Zm00001eb081380
Zm00001d003505	Zm00001eb081390
Zm00001d003508	Zm00001eb081420
Zm00001d003509	Zm00001eb081430
Zm00001d003510	Zm00001eb081440
Zm00001d003511	Zm00001eb081450
Zm00001d003512	Zm00001eb081460
Zm00001d003512	Zm00001eb081470
Zm00001d003513	Zm00001eb081460
Zm00001d003514	chr2_46273068_46273454_+
Zm00001d003515	Zm00001eb081480
Zm00001d003516	chr2_46324059_46327570_-
Zm00001d003517	chr2_46328193_46328403_+
Zm00001d003518	Zm00001eb081510
Zm00001d003519	Zm00001eb081520
Zm00001d003520	Zm00001eb081530
Zm00001d003521	Zm00001eb081540
Zm00001d003522	Zm00001eb081550
Zm00001d003523	chr2_46596631_46597758_-
Zm00001d003524	Zm00001eb081570
Zm00001d003525	Zm00001eb081580
Zm00001d003529	chr2_46743536_46744028_+
Zm00001d003530	Zm00001eb081590
Zm00001d003531	Zm00001eb081600
Zm00001d003533	Zm00001eb081610
Zm00001d003534	Zm00001eb081630
Zm00001d003535	chr2_47054374_47055115_-
Zm00001d003538	Zm00001eb081640
Zm00001d003539	Zm00001eb081650
Zm00001d003540	Zm00001eb081660
Zm00001d003543	Zm00001eb081680
Zm00001d003544	chr2_47575358_47576728_-
Zm00001d003545	Zm00001eb081690
Zm00001d003546	Zm00001eb081700
Zm00001d003549	Zm00001eb081720
Zm00001d003550	chr2_47702320_47702868_-
Zm00001d003551	Zm00001eb081740
Zm00001d003552	Zm00001eb081750
Zm00001d003553	Zm00001eb081760
Zm00001d003554	Zm00001eb081770
Zm00001d003555	Zm00001eb081780
Zm00001d003556	Zm00001eb081790
Zm00001d003559	Zm00001eb081810
Zm00001d003563	Zm00001eb081850
Zm00001d003566	Zm00001eb081870
Zm00001d003567	Zm00001eb081880
Zm00001d003569	Zm00001eb081900
Zm00001d003571	Zm00001eb081920
Zm00001d003572	Zm00001eb081930
Zm00001d003573	Zm00001eb081940
Zm00001d003574	Zm00001eb081950
Zm00001d003574	Zm00001eb081960
Zm00001d003574	Zm00001eb081970
Zm00001d003575	Zm00001eb081980
Zm00001d003577	Zm00001eb082000
Zm00001d003578	Zm00001eb082010
Zm00001d003579	chr2_48733801_48733854_+
Zm00001d003581	Zm00001eb082030
Zm00001d003583	Zm00001eb082040
Zm00001d003584	Zm00001eb082050
Zm00001d003588	Zm00001eb082060
Zm00001d003589	Zm00001eb082070
Zm00001d003590	Zm00001eb082080
Zm00001d003592	chr2_49053634_49057942_-
Zm00001d003593	Zm00001eb082100
Zm00001d003594	Zm00001eb082120
Zm00001d003598	Zm00001eb082130
Zm00001d003599	chr2_49260036_49260667_-
Zm00001d003600	Zm00001eb082140
Zm00001d003601	Zm00001eb082150
Zm00001d003602	Zm00001eb082160
Zm00001d003603	Zm00001eb082170
Zm00001d003604	Zm00001eb082180
Zm00001d003605	Zm00001eb082190
Zm00001d003606	Zm00001eb082200
Zm00001d003607	Zm00001eb082210
Zm00001d003610	chr2_50013059_50013494_+
Zm00001d003611	Zm00001eb082220
Zm00001d003612	Zm00001eb082230
Zm00001d003613	Zm00001eb082250
Zm00001d003613	Zm00001eb082230
Zm00001d003614	Zm00001eb082270
Zm00001d003615	Zm00001eb082280
Zm00001d003616	Zm00001eb082290
Zm00001d003616	Zm00001eb082300
Zm00001d003617	Zm00001eb082310
Zm00001d003618	Zm00001eb082320
Zm00001d003619	chr2_50544258_50546974_+
Zm00001d003620	Zm00001eb082350
Zm00001d003620	Zm00001eb082360
Zm00001d003621	Zm00001eb082380
Zm00001d003621	Zm00001eb082370
Zm00001d003622	chr2_50659438_50661262_+
Zm00001d003624	Zm00001eb082390
Zm00001d003625	Zm00001eb082420
Zm00001d003626	Zm00001eb082430
Zm00001d003627	Zm00001eb082450
Zm00001d003628	chr2_50895426_50896583_-
Zm00001d003629	chr2_50904910_50905528_+
Zm00001d003630	Zm00001eb082470
Zm00001d003631	Zm00001eb082480
Zm00001d003635	chr2_51078400_51079196_-
Zm00001d003636	chr2_51171638_51174564_-
Zm00001d003637	chr2_51195694_51196196_-
Zm00001d003638	Zm00001eb082530
Zm00001d003639	chr2_51225777_51226250_+
Zm00001d003640	Zm00001eb082540
Zm00001d003641	chr2_51281099_51282799_-
Zm00001d003643	Zm00001eb082560
Zm00001d003644	Zm00001eb082570
Zm00001d003645	Zm00001eb082590
Zm00001d003646	Zm00001eb082610
Zm00001d003646	Zm00001eb082600
Zm00001d003648	Zm00001eb082620
Zm00001d003649	Zm00001eb082630
Zm00001d003650	Zm00001eb082640
Zm00001d003652	Zm00001eb082660
Zm00001d003653	Zm00001eb082670
Zm00001d003654	Zm00001eb082680
Zm00001d003655	Zm00001eb082690
Zm00001d003657	Zm00001eb082700
Zm00001d003658	Zm00001eb082710
Zm00001d003659	Zm00001eb082720
Zm00001d003660	Zm00001eb082730
Zm00001d003661	Zm00001eb082740
Zm00001d003662	chr2_52965868_52966205_-
Zm00001d003663	Zm00001eb082750
Zm00001d003664	Zm00001eb082760
Zm00001d003666	Zm00001eb082770
Zm00001d003666	Zm00001eb082780
Zm00001d003667	Zm00001eb082790
Zm00001d003668	Zm00001eb082810
Zm00001d003669	Zm00001eb082820
Zm00001d003670	Zm00001eb082830
Zm00001d003671	Zm00001eb082840
Zm00001d003672	Zm00001eb082850
Zm00001d003673	Zm00001eb082860
Zm00001d003674	Zm00001eb082870
Zm00001d003675	Zm00001eb082880
Zm00001d003676	Zm00001eb082890
Zm00001d003677	Zm00001eb082900
Zm00001d003678	Zm00001eb082910
Zm00001d003679	Zm00001eb082920
Zm00001d003680	Zm00001eb082930
Zm00001d003682	chr2_53972777_53973151_+
Zm00001d003683	Zm00001eb082960
Zm00001d003684	Zm00001eb082970
Zm00001d003685	Zm00001eb082980
Zm00001d003689	Zm00001eb083000
Zm00001d003690	Zm00001eb083010
Zm00001d003691	Zm00001eb083020
Zm00001d003693	Zm00001eb083030
Zm00001d003695	Zm00001eb083050
Zm00001d003696	Zm00001eb083060
Zm00001d003698	chr2_54982941_54983759_+
Zm00001d003699	Zm00001eb083090
Zm00001d003701	Zm00001eb083100
Zm00001d003702	Zm00001eb083110
Zm00001d003703	chr2_55295359_55300258_+
Zm00001d003705	chr2_55431623_55433160_+
Zm00001d007289	chr2_55472879_55473467_-
Zm00001d003706	Zm00001eb083130
Zm00001d003707	Zm00001eb083140
Zm00001d003709	Zm00001eb083160
Zm00001d003710	Zm00001eb083170
Zm00001d003712	Zm00001eb083180
Zm00001d003713	Zm00001eb083200
Zm00001d003715	Zm00001eb083210
Zm00001d003716	Zm00001eb083220
Zm00001d003717	Zm00001eb083230
Zm00001d003718	Zm00001eb083240
Zm00001d003719	Zm00001eb083250
Zm00001d003722	Zm00001eb083280
Zm00001d003723	Zm00001eb083290
Zm00001d014185	chr2_56433117_56433427_-
Zm00001d003724	Zm00001eb083300
Zm00001d003725	Zm00001eb083310
Zm00001d003726	Zm00001eb083320
Zm00001d003727	Zm00001eb083330
Zm00001d003728	Zm00001eb083350
Zm00001d003728	Zm00001eb083360
Zm00001d003729	Zm00001eb083370
Zm00001d003730	Zm00001eb083380
Zm00001d003733	chr2_56827780_56828529_-
Zm00001d003735	chr2_56829889_56830343_+
Zm00001d003736	Zm00001eb083420
Zm00001d003739	chr2_56872392_56873526_+
Zm00001d003740	chr2_56881293_56897661_+
Zm00001d003741	Zm00001eb083440
Zm00001d003742	Zm00001eb083450
Zm00001d003743	Zm00001eb083470
Zm00001d003744	Zm00001eb083480
Zm00001d003745	Zm00001eb083490
Zm00001d003746	Zm00001eb083500
Zm00001d003747	chr2_57277520_57278107_-
Zm00001d003749	Zm00001eb083510
Zm00001d003750	Zm00001eb083520
Zm00001d003751	Zm00001eb083540
Zm00001d003753	Zm00001eb083560
Zm00001d003754	Zm00001eb083570
Zm00001d003755	Zm00001eb083590
Zm00001d003756	Zm00001eb083600
Zm00001d003757	Zm00001eb083610
Zm00001d003758	chr2_57634885_57640028_+
Zm00001d003759	chr2_57690607_57691030_+
Zm00001d003760	Zm00001eb083620
Zm00001d003761	Zm00001eb083630
Zm00001d003762	Zm00001eb083640
Zm00001d003763	Zm00001eb083650
Zm00001d003765	Zm00001eb083670
Zm00001d003767	Zm00001eb083680
Zm00001d003768	Zm00001eb083700
Zm00001d003769	chr2_58110404_58110895_+
Zm00001d003770	Zm00001eb083720
Zm00001d003772	Zm00001eb083740
Zm00001d003773	Zm00001eb083750
Zm00001d003774	Zm00001eb083760
Zm00001d003775	Zm00001eb083770
Zm00001d003776	Zm00001eb083790
Zm00001d003777	Zm00001eb083800
Zm00001d003778	Zm00001eb083810
Zm00001d003779	Zm00001eb083820
Zm00001d003780	Zm00001eb083830
Zm00001d003781	Zm00001eb083840
Zm00001d049241	chr2_59033909_59035625_+
Zm00001d003783	Zm00001eb083860
Zm00001d003784	Zm00001eb083870
Zm00001d003785	chr2_59165216_59166238_-
Zm00001d003786	Zm00001eb083880
Zm00001d003788	Zm00001eb083890
Zm00001d003789	Zm00001eb083900
Zm00001d003790	chr2_59240242_59241390_-
Zm00001d003791	Zm00001eb083880
Zm00001d003792	chr2_59343166_59343510_-
Zm00001d003793	Zm00001eb083930
Zm00001d003794	Zm00001eb083880
Zm00001d003796	Zm00001eb083940
Zm00001d003797	Zm00001eb083950
Zm00001d003799	Zm00001eb083970
Zm00001d003800	Zm00001eb083980
Zm00001d003801	Zm00001eb084000
Zm00001d003800	Zm00001eb084010
Zm00001d003800	Zm00001eb084020
Zm00001d003804	Zm00001eb084030
Zm00001d003806	Zm00001eb084040
Zm00001d003807	Zm00001eb084070
Zm00001d003807	Zm00001eb084080
Zm00001d003808	chr2_59998567_59998691_+
Zm00001d003809	chr2_60047134_60049674_-
Zm00001d003811	Zm00001eb084090
Zm00001d003812	Zm00001eb084110
Zm00001d003813	Zm00001eb084120
Zm00001d003817	Zm00001eb084160
Zm00001d003818	chr2_60679371_60680571_+
Zm00001d003819	chr2_60702911_60704380_+
Zm00001d003820	chr2_60738001_60738448_+
Zm00001d003822	Zm00001eb084180
Zm00001d003823	Zm00001eb084190
Zm00001d003824	chr2_60945992_60947416_+
Zm00001d003825	Zm00001eb084210
Zm00001d003826	Zm00001eb084220
Zm00001d003828	Zm00001eb084230
Zm00001d003829	Zm00001eb084240
Zm00001d003830	Zm00001eb084260
Zm00001d003833	Zm00001eb084290
Zm00001d003835	chr2_61316382_61316429_+
Zm00001d003836	Zm00001eb084300
Zm00001d003839	Zm00001eb084350
Zm00001d003840	Zm00001eb084360
Zm00001d003841	Zm00001eb084370
Zm00001d003846	Zm00001eb084410
Zm00001d003847	Zm00001eb084420
Zm00001d003848	Zm00001eb084430
Zm00001d003851	Zm00001eb084540
Zm00001d003850	Zm00001eb084550
Zm00001d003849	chr2_62918412_62919698_+
Zm00001d003852	Zm00001eb084560
Zm00001d003855	Zm00001eb084570
Zm00001d003856	Zm00001eb084580
Zm00001d003857	Zm00001eb084590
Zm00001d003859	Zm00001eb084600
Zm00001d003860	Zm00001eb084610
Zm00001d003860	Zm00001eb084620
Zm00001d003861	Zm00001eb084630
Zm00001d003863	Zm00001eb084660
Zm00001d003863	Zm00001eb084650
Zm00001d003864	Zm00001eb084670
Zm00001d003865	Zm00001eb084680
Zm00001d003866	Zm00001eb084690
Zm00001d003867	chr2_64492766_64493964_-
Zm00001d003869	Zm00001eb084710
Zm00001d003871	Zm00001eb084720
Zm00001d003872	Zm00001eb084730
Zm00001d003875	Zm00001eb084730
Zm00001d003877	Zm00001eb084740
Zm00001d003878	Zm00001eb084750
Zm00001d003879	Zm00001eb084760
Zm00001d003879	Zm00001eb084770
Zm00001d003881	chr2_65250268_65250983_+
Zm00001d003884	Zm00001eb084820
Zm00001d003885	Zm00001eb084830
Zm00001d007678	chr2_65533327_65535970_-
Zm00001d003888	Zm00001eb084850
Zm00001d003889	Zm00001eb084860
Zm00001d003890	Zm00001eb084870
Zm00001d003894	Zm00001eb084890
Zm00001d003895	Zm00001eb084910
Zm00001d003896	Zm00001eb084920
Zm00001d003897	Zm00001eb084940
Zm00001d003900	Zm00001eb084960
Zm00001d003902	Zm00001eb084970
Zm00001d003903	Zm00001eb084980
Zm00001d003904	Zm00001eb084990
Zm00001d003905	Zm00001eb085010
Zm00001d003911	Zm00001eb085030
Zm00001d003912	Zm00001eb085040
Zm00001d003913	Zm00001eb085050
Zm00001d003914	Zm00001eb085070
Zm00001d003915	Zm00001eb085090
Zm00001d003917	Zm00001eb085100
Zm00001d003920	chr2_68518870_68519354_-
Zm00001d003922	Zm00001eb085110
Zm00001d003923	Zm00001eb085130
Zm00001d003924	Zm00001eb085150
Zm00001d003925	Zm00001eb085170
Zm00001d003927	Zm00001eb085190
Zm00001d003928	Zm00001eb085200
Zm00001d003929	Zm00001eb085220
Zm00001d003930	Zm00001eb085230
Zm00001d003931	Zm00001eb085240
Zm00001d003934	Zm00001eb085250
Zm00001d003935	Zm00001eb085260
Zm00001d003937	Zm00001eb085270
Zm00001d003938	Zm00001eb085280
Zm00001d003939	Zm00001eb085310
Zm00001d003939	Zm00001eb085290
Zm00001d003941	Zm00001eb085320
Zm00001d003943	chr2_71176013_71176296_+
Zm00001d003945	Zm00001eb085330
Zm00001d003947	Zm00001eb085340
Zm00001d003948	Zm00001eb085350
Zm00001d003949	Zm00001eb085360
Zm00001d003950	Zm00001eb085380
Zm00001d003953	Zm00001eb085390
Zm00001d003954	Zm00001eb085400
Zm00001d003957	Zm00001eb085410
Zm00001d003958	Zm00001eb085420
Zm00001d003961	chr2_72855747_72855959_-
Zm00001d003962	Zm00001eb085440
Zm00001d003964	chr2_73017550_73018196_-
Zm00001d003965	Zm00001eb085450
Zm00001d003966	Zm00001eb085460
Zm00001d003967	Zm00001eb085470
Zm00001d003968	Zm00001eb085480
Zm00001d003969	chr2_73378571_73379657_-
Zm00001d003970	Zm00001eb085490
Zm00001d003974	Zm00001eb085500
Zm00001d003975	Zm00001eb085510
Zm00001d003978	Zm00001eb085520
Zm00001d003980	Zm00001eb085530
Zm00001d003981	Zm00001eb085540
Zm00001d003982	chr2_73926656_73927665_+
Zm00001d003983	Zm00001eb085560
Zm00001d003984	Zm00001eb085570
